name,slug,alias_names,animagus,blood_status,boggart,born,died,eye_color,family_members,gender,hair_color,height,house,image,jobs,marital_status,nationality,patronus,romances,skin_color,species,titles,wands,weight,wiki
Emma Dobbs,emma-dobbs,{},,,,Between 1 September 1982 and 31 August 1983,,,{},Female,,,,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Emma_Dobbs
Emma Squiggle,emma-squiggle,{},,,,,,,{},Female,,,,,"{""Reporter for the Daily Prophet""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Emma_Squiggle
Mrs Vane,emma-vane-s-mother,{},,,,,,,"{""Emma Vane (daughter)"", ""Romilda Vane (possibly)""}",Female,,,,,{},,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Emma_Vane's_mother
Emma Vane,emma-vane-muggle,{},,Muggle,,,,,"{""Vane family""}",Female,,,,,"{""Fashion designer""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Emma_Vane_(Muggle)
Emma Vane,emma-vane-witch,{},,,,Between 1 September 1979 and 31 August 1980,,,"{""Mrs Vane (mother)"", ""Romilda Vane (possibly)"", ""Emma Vane (Muggle) (possibly)""}",Female,,,,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Emma_Vane_(witch)
Emma Vanity,emma-vanity-gryffindor,{},,,,1970s - 1980s,,,"{""Emma Vanity (Slytherin) (possibly)""}",Female,,,Gryffindor,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Emma_Vanity_(Gryffindor)
Emma Vanity,emma-vanity-slytherin,{},,,,c. 1960s,,,"{""Emma Vanity (Gryffindor) (possibly)""}",Female,,,Slytherin,https://static.wikia.nocookie.net/harrypotter/images/f/f2/Slytherin_House_Captain%27s_Plaque.jpg,{},,British or Irish,,{},,Human,"{""Quidditch Captain""}",{},,https://harrypotter.fandom.com/wiki/Emma_Vanity_(Slytherin)
Emmeline Vance,emmeline-vance,{},,,,Pre 1964,Early July 1996,,{},Female,,,,https://static.wikia.nocookie.net/harrypotter/images/0/0e/Emmeline2W.png,{},,,Non-corporeal,{},,Human,{},"{""Unknown length, wood and core""}",,https://harrypotter.fandom.com/wiki/Emmeline_Vance
Employee of the Owl Post Office,employee-of-the-hogsmeade-post-office,{},,,,,,,{},,,,,,"{""Hogsmeade Post Office employee""}",,British,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Employee_of_the_Hogsmeade_Post_Office
Enid Longbottom,enid-longbottom,{},,,,,,,"{""Algie Longbottom (husband)"", ""Mr Longbottom (brother-in-law) †"", ""Augusta Longbottom (sister-in-law)"", ""Frank Longbottom (nephew)"", ""Neville Longbottom (great-nephew)"", ""Longbottom family""}",Female,,,,https://static.wikia.nocookie.net/harrypotter/images/f/f3/PMFT_Enid_Longbottom.png,{},,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Enid_Longbottom
Enid Pettigrew,enid-pettigrew,{},,,,,,,"{""Peter Pettigrew (possibly)"", ""Mrs Pettigrew (possibly)"", ""Pettigrew family""}",Female,,,,,{},,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Enid_Pettigrew
Enid Smeek,enid-smeek,{},,,,,,,{},Female,,,,,{},,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Enid_Smeek
Enoch Acidus,enoch-acidus,{},,,,,,,{},Male,,,,https://static.wikia.nocookie.net/harrypotter/images/3/33/Enoch_Acidus.png,{},,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Enoch_Acidus
Gryffindor Prefect,entrance-hall-gryffindor-prefect,{},,,,Between 1 September  1975 and 31 August 1976 (most likely),,Brown,{},Male,Blonde,,Gryffindor,,{},,British or Irish,,{},White,Human,"{""Prefect""}",{},,https://harrypotter.fandom.com/wiki/Entrance_Hall_Gryffindor_Prefect
Eric Munch,eric-munch,{},,,,,,Brown,{},Male,Brown (greying),,,https://static.wikia.nocookie.net/harrypotter/images/8/87/HM_Eric_Munch.jpg,"{""Watchwizard""}",,British,,{},Light,Human,{},{},,https://harrypotter.fandom.com/wiki/Eric_Munch
Eric Murley,eric-murley,{},,,,Between 1975 and 1978,,,{},Male,,,,,{},,British or Irish,,{},,Human,"{""Prefect""}",{},,https://harrypotter.fandom.com/wiki/Eric_Murley
Eric Northcott,eric-northcott,{},,,,Between 1 September 1874 and 31 August 1875,,,{},Male,,,Gryffindor,https://static.wikia.nocookie.net/harrypotter/images/2/23/Eric_Northcott.jpg,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Eric_Northcott
Eric Whalley,eric-whalley,{},,Muggle,,1920s - 1930s,,,{},Male,,,,,{},,British,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Eric_Whalley
Erica J.,erica-j,{},,,,,,,{},Female,,,Gryffindor,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Erica_J.
Erica Stainwright,erica-stainwright,{},,,,1932,2001 (aged 68 - 69),Blue,{},Female,Blonde,,,https://static.wikia.nocookie.net/harrypotter/images/6/6c/Erica_Stainwright.png,"{""Potioneer""}",,,,{},Light,Human,{},{},,https://harrypotter.fandom.com/wiki/Erica_Stainwright
Erich Ludendorff,erich-ludendorff,{},,Muggle,,9 April 1865,20 December 1937,,{},Male,,,,,"{""Military general""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Erich_Ludendorff
Erie Yenning,erie-yenning,{},,,,Before 2003,,,{},,,,,,"{""Employee in the Misuse of Muggle Artefacts Office""}",,British,,{},,Human,"{""Officer""}",{},,https://harrypotter.fandom.com/wiki/Erie_Yenning
Erika Ostensen,erika-ostensen,{},,,,,,,{},Female,White,,,https://static.wikia.nocookie.net/harrypotter/images/4/49/ErikaOstensen.JPG,"{""Quidditch referee""}",,,,{},Pale,Human,{},{},,https://harrypotter.fandom.com/wiki/Erika_Ostensen
Erika Rath,erika-rath,{},,,,Between 1 September 1972 and 31 August 1973,,Blue,"{""Father""}",Female,Blonde,,Ravenclaw or Slytherin,https://static.wikia.nocookie.net/harrypotter/images/3/35/ErikaRath.png,{},,British or Irish,,{},Light,Human,"{""Beater"", ""Quidditch Captain""}",{},,https://harrypotter.fandom.com/wiki/Erika_Rath
Erika Rath's father,erika-rath-s-father,{},,,,Before 1970s,,,"{""Erika Rath (daughter)""}",Male,,,,,{},,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Erika_Rath's_father
Erika Rath's friend,erika-rath-s-friend-i,{},,,,31 August 1973 or earlier,,Grey,{},Male,Light brown,,Ravenclaw or Slytherin,https://static.wikia.nocookie.net/harrypotter/images/4/49/HM_Erika_Rath%27s_friend_%28I%29.jpg,{},,British or Irish,,{},Light,Human,"{""Chaser""}",{},,https://harrypotter.fandom.com/wiki/Erika_Rath's_friend_(I)
Erika Rath's friend,erika-rath-s-friend-ii,{},,,,31 August 1973 or earlier,,Brown,{},Female,Red,,Ravenclaw or Slytherin,https://static.wikia.nocookie.net/harrypotter/images/a/a7/HM_Erika_Rath%27s_friend_%28II%29.jpg,{},,British or Irish,,{},White,Human,"{""Chaser""}",{},,https://harrypotter.fandom.com/wiki/Erika_Rath's_friend_(II)
Erling the Great,erling-the-great,{},,,,1010 or 1011,"31 October, before 1985",,{},Male,,,,https://static.wikia.nocookie.net/harrypotter/images/a/ac/ErlingTheGreat.png,{},,,,{},,Ghost (formerly Human),{},{},,https://harrypotter.fandom.com/wiki/Erling_the_Great
Ermessende Lestrange,ermessende-lestrange,{},,Pure-blood or half-blood,,1679,1685 (aged 6),,"{""Lestrange family""}",Female,,,,,{},,French,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Ermessende_Lestrange
Ernest Hawkworth,ernest-hawkworth,"{""The Drip""}",,,,,,Brown,"{""Errol  Hawkworth (father)"", ""Emmett Hawkworth (grandfather)""}",Male,Grey,,,https://static.wikia.nocookie.net/harrypotter/images/8/83/Ernest_Hawkworth_-_FB-C.png,"{""Member of the Wizengamot""}",,British,,{},White,Human,{},{},,https://harrypotter.fandom.com/wiki/Ernest_Hawkworth
Ernest Macmillan,ernest-macmillan,"{""Ernie (by friends)""}",,Pure-blood,Lord Voldemort,Between 22 April 1980 and 31 August 1980,,,"{""Nine generations of witches and warlocks"", ""Melania Black (née Macmillan) (possible relative)"", ""Pippa Macmillan (possible relative)"", ""Macmillan family""}",Male,Blond,,Hufflepuff,https://static.wikia.nocookie.net/harrypotter/images/d/de/Ernie_GOF.jpg,{},,British or Irish,Boar,{},White,Human,"{""Prefect""}","{""Unknown length, wood and core""}",,https://harrypotter.fandom.com/wiki/Ernest_Macmillan
Ernest Prang,ernest-prang,"{""Ernie (by Dre Head)"", ""Ern (by Stan Shunpike)""}",,,Lord Voldemort,Before 1976 (most likely),,,{},Male,,,Gryffindor,https://static.wikia.nocookie.net/harrypotter/images/a/ad/ErniePrang.jpg,"{""Driver of the Knight Bus""}",,British or Irish,None,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Ernest_Prang
Ernestina Abutor,ernestina-abutor,"{""Red Panther"", ""Tina Estora""}",,,,Pre 1927,,,{},Female,,,,https://static.wikia.nocookie.net/harrypotter/images/9/9f/Ernestina_Abutor_-_wanted_poster.png,"{""Career criminal""}",,American,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Ernestina_Abutor
Ernesto Jag,ernesto-jag,{},,,,,,,{},Male,,,,,{},,,,{},,Human,"{""Professor""}",{},,https://harrypotter.fandom.com/wiki/Ernesto_Jag
Ernie Azan,ernie-azan,{},,,,Between 1 September 1990 and 31 August 1997,,Brown,{},Male,Green,,,https://static.wikia.nocookie.net/harrypotter/images/8/82/Ernie_Azan_MA.jpg,{},,British or Irish,,{},Light,Human,{},{},,https://harrypotter.fandom.com/wiki/Ernie_Azan
Ernie Lark,ernie-lark,{},,,,,,,{},Male,,,,https://static.wikia.nocookie.net/harrypotter/images/0/07/HL_-_Ernie_Lark.png,"{""Busker""}",,,,{},Dark,Human,{},"{""Unknown length, wood and core""}",,https://harrypotter.fandom.com/wiki/Ernie_Lark
Errol,errol,{},,,,Long before 1984,Between August 1994 and April 2020,,{},Male,,,,https://static.wikia.nocookie.net/harrypotter/images/e/e4/Errol_PM.png,{},,,,{},,Great grey owl,{},{},,https://harrypotter.fandom.com/wiki/Errol
Esme Page,esme-page,{},,Squib,,Before 25 December 1990,,Brown,"{""Father"", ""Kaleena Page (mother)"", ""Reggie Page (brother)"", ""Daniel Page (younger brother)"", ""Page family""}",Female,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/a/a9/Esme_Page_MA.png,{},,British or Irish,,{},White,Human,{},{},,https://harrypotter.fandom.com/wiki/Esme_Page
Esposito,esposito,{},,,,,,,{},Female,,,,https://static.wikia.nocookie.net/harrypotter/images/c/ca/Mrs_Esposito.png,"{""Landlady""}",Married,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Esposito
Estaban Stubbe,estaban-stubbe,{},,,,,,,{},Male,,,,https://static.wikia.nocookie.net/harrypotter/images/e/e8/Estaban_Stubbe_-_wanted_poster.png,"{""Criminal""}",,American,,{},White,Human,{},{},,https://harrypotter.fandom.com/wiki/Estaban_Stubbe
Ethan Bexley,ethan-bexley,{},,,,31 August 1982 or earlier,,,{},Male,,,Ravenclaw,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Ethan_Bexley
Ethan Gerard,ethan-gerard,{},,,,,,,{},Male,,,Gryffindor,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Ethan_Gerard
Ethan Parkin,ethan-parkin,{},,,,Between 1 September 1948 and 31 August 1954 (most likely),,,"{""Skye Parkin (daughter)"", ""Sons"", ""Parkin family""}",Male,,,,https://static.wikia.nocookie.net/harrypotter/images/8/81/Ethan_Parkin_HM.jpg,"{""Quidditch player""}",,British or Irish,,{},,Human,"{""Chaser""}",{},,https://harrypotter.fandom.com/wiki/Ethan_Parkin
Ethel,ethel,{},,,,Before 2003,,,{},Female,,,,,"{""Secretary to the Minister for Magic""}",,British,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Ethel
Ethel Wigley,ethel-wigley,{},,,,Before 1890,,,"{""Gertrude Wigley (possible relative)""}",Female,Black,,,,"{""Proprietor of Scrivenshaft's Quill Shop""}",,,,{},Light,Human,{},{},,https://harrypotter.fandom.com/wiki/Ethel_Wigley
Ethelbard Mordaunt,ethelbard-mordaunt,{},,,,,,,{},Male,,,,,{},,British,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Ethelbard_Mordaunt
Etheldreda Bloodworth,etheldreda-bloodworth,{},,,,,,,{},Female,Black,,,https://static.wikia.nocookie.net/harrypotter/images/c/c6/Etheldreda_Bloodworth_MA.jpg,{},,,,"{""Ex-fiancé""}",Light,Human,"{""Lady""}","{""Unknown length, wood and core""}",,https://harrypotter.fandom.com/wiki/Etheldreda_Bloodworth
Etheldreda Bloodworth's ex-fiancé,etheldreda-bloodworth-s-ex-fiance,{},,,,,,,"{""Mother""}",Male,,,,,{},,,,"{""Etheldreda Bloodworth (ex-fiancée)""}",,Human,{},{},,https://harrypotter.fandom.com/wiki/Etheldreda_Bloodworth's_ex-fiancé
Etheldreda Bloodworth's ex-fiancé's mother,etheldreda-bloodworth-s-ex-fiance-s-mother,{},,,,,During the witch-hunts,,"{""Son""}",Female,,,,,{},,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Etheldreda_Bloodworth's_ex-fiancé's_mother
Ethelred the Ever-Ready,ethelred-the-ever-ready,{},,,,Middle Ages,Middle Ages,Brown,{},Male,White,,,https://static.wikia.nocookie.net/harrypotter/images/c/c6/Ethelred_the_Ever-Ready.jpg,{},,,,{},White,Human,{},{},,https://harrypotter.fandom.com/wiki/Ethelred_the_Ever-Ready
Euan Abercrombie,euan-abercrombie,{},,,,Between 1 September 1983 and 31 August 1984,,,{},Male,,,Gryffindor,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Euan_Abercrombie
Eugene Belcher,eugene-belcher,{},,No-Maj,,,,,"{""Belcher (possibly)"", ""Humphrey Belcher (possibly)"", ""Belcher family""}",Male,,,,,"{""Actor""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Eugene_Belcher
Eugene McAllister,eugene-mcallister,{},,No-Maj,,,,,{},Male,,,,,"{""Actor""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Eugene_McAllister
Eugene Warmsley,eugene-warmsley,{},,,,31 August 1982 or earlier,,,{},Male,,,Hufflepuff,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Eugene_Warmsley
Eugenia Jenkins,eugenia-jenkins,{},,,,Before 1951,,,"{""Hector Jenkins (possibly)"", ""Matthew Jenkins (possibly)"", ""Karl Jenkins (possibly)"", ""Joey Jenkins (possibly)"", ""Jenkins family""}",Female,,,,,"{""British Minister for Magic (1968–1975)""}",,British,,{},,Human,"{""Minister for Magic""}",{},,https://harrypotter.fandom.com/wiki/Eugenia_Jenkins
Eulalie Hicks,eulalie-hicks,"{""Lally""}",,,,1890s - 1900s,,,"{""Grandmother"", ""Stanley (cousin)"", ""Hicks family""}",Female,,,Thunderbird,https://static.wikia.nocookie.net/harrypotter/images/6/62/Eulalie_Hicks_SODM.jpeg,"{""Charms professor at Ilvermorny"", ""Author""}",,American,,{},,Human,"{""Professor"", ""Keeper of the Keys""}","{""Unknown length, African rosewood, African mermaid hair""}",,https://harrypotter.fandom.com/wiki/Eulalie_Hicks
Eulalie Hicks's grandmother,eulalie-hicks-s-grandmother,{},,,,,,,"{""Eulalie Hicks (granddaughter)"", ""Stanley (possible grandson)"", ""Hicks family""}",Female,,,,,{},,American,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Eulalie_Hicks's_grandmother
Eunice Cabanart,eunice-cabanart,{},,,,"Pre 1927, France",,,{},Female,,,,,"{""Employee in the Bureau de la Justice Magique""}",,French,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Eunice_Cabanart
Eunice Murray,eunice-murray,{},,,,,1942,,{},Female,,,,https://static.wikia.nocookie.net/harrypotter/images/5/52/Eunice_Murray.png,"{""Seeker for the Montrose Magpies""}",,British,,{},,Human,"{""Seeker""}",{},,https://harrypotter.fandom.com/wiki/Eunice_Murray
Eunon Blackwood,eunon-blackwood,{},,Muggle-born,,15th century,,,"{""Artemisia Blackwood (née Black) (wife) †"", ""Lysandra Blackwood (daughter)"", ""Father-in-law"", ""Mother-in-law"", ""Wood family"", ""Blackwood family"", ""House of Black (in-laws)""}",Male,,,Hufflepuff,,"{""Horticulturalist""}",Widowed,British or Irish,,"{""Artemisia Blackwood (wife)""}",,Human,{},{},,https://harrypotter.fandom.com/wiki/Eunon_Blackwood
Euphemia Potter,euphemia-potter,{},,Pure-blood,,,Between June 1978 and 31 July 1980,,"{""Fleamont Potter (husband) †"", ""James Potter I (son) †"", ""Sirius Black (ward) †"", ""Lily J. Potter (née Evans) (daughter-in-law) †"", ""Harry Potter (grandson)"", ""Ginevra Potter (née Weasley) (granddaughter-in-law)"", ""Henry Potter (father-in-law) †"", ""Potter family (in-laws/descendants)""}",Female,,,,https://static.wikia.nocookie.net/harrypotter/images/7/73/Euphemia_Potter.png,{},Married or widowed,British,,"{""Fleamont Potter (husband) †""}",,Human,{},{},,https://harrypotter.fandom.com/wiki/Euphemia_Potter
Euphemia Rowle,euphemia-rowle,{},,Pure-blood (likely),,,,,"{""Damocles Rowle (possible relative)"", ""Thorfinn Rowle (possible relative)"", ""Regina Rowle (possible relative)"", ""Rowena Rowle (possible relative)"", ""Concordia Rowle (possible relative)"", ""Delphini (former ward)"", ""Rowle family""}",Female,,,,,{},,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Euphemia_Rowle
Euphemia Rowle's Augurey,euphemia-rowle-s-augurey,{},,,,,,,{},,,,,,{},,,,{},,Augurey,{},{},,https://harrypotter.fandom.com/wiki/Euphemia_Rowle's_Augurey
Euphraïlde Lestrange,euphrailde-lestrange,{},,Pure-blood or half-blood,,1692,1755 (aged 63),,"{""Lestrange family""}",Female,,,,,{},,French,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Euphraïlde_Lestrange
Eupraxia Mole,eupraxia-mole,{},,,,Before 1859,,,{},Female,,,,,"{""Headmistress of Hogwarts School of Witchcraft and Wizardry""}",,British or Irish,,{},,Human,"{""Professor""}",{},,https://harrypotter.fandom.com/wiki/Eupraxia_Mole
Eurig Cadwallader,eurig-cadwallader,{},,,,"After 1976, Wales",,,"{""Cadwallader (possible relative)""}",Male,,,,,{},,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Eurig_Cadwallader
Eustace Burke,eustace-burke,{},,,,In or before 1959 (most likely),,Brown,"{""Elizabeth Burke (possibly)"", ""Caractacus Burke (possibly)"", ""Herbert Burke (possibly)"", ""Belvina Burke (possibly)"", ""Burke brothers (possibly)"", ""Ms Burke (possibly)"", ""Burke family""}",Male,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/3/3c/Burke_HM729.png,"{""Healer at St Mungo's Hospital for Magical Maladies and Injuries (formerly)""}",,,,{},Light,Human,{},"{""Unknown length, wood and core""}",,https://harrypotter.fandom.com/wiki/Eustace_Burke
Eustace Fawley,eustace-fawley,{},,Pure-blood or Half-blood (most likely),,,,Grey,"{""Father"", ""Uncle"", ""Marshall Fawley (possibly)"", ""Grim Fawley (possibly)"", ""Addison Fawley (possibly)"", ""Melody Fawley (possibly)"", ""Fawley family""}",Male,Brown,,Hufflepuff,https://static.wikia.nocookie.net/harrypotter/images/b/b8/Eustace_Fawley.png,{},,British or Irish,,{},White,Human,{},"{""Unknown length, wood and core""}",,https://harrypotter.fandom.com/wiki/Eustace_Fawley
Mr Fawley,eustace-fawley-s-father,{},,Pure-blood or half-blood (most likely),,,,,"{""Eustace Fawley (son)"", ""Brother or brother-in-law"", ""Fawley family""}",Male,,,,,{},,British,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Eustace_Fawley's_father
Eustace Fawley's uncle,eustace-fawley-s-uncle,{},,"Pure-blood, Half-blood or Squib (possibly)",,,,,"{""Brother or brother-in-law"", ""Eustace Fawley (nephew)""}",Male,,,,,{},,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Eustace_Fawley's_uncle
Evaan Mathew,evaan-mathew,{},,,,Before 1993,,,{},,,,,https://static.wikia.nocookie.net/harrypotter/images/f/f4/Evaan_Mathew.png,{},,,,{},,,{},{},,https://harrypotter.fandom.com/wiki/Evaan_Mathew
Evan Rosier,evan-rosier,{},,Pure-blood or half-blood,,Between 1953 and 1966 (most likely),Late 1980 - late 1981,,"{""Vinda Rosier (possible relative)"", ""Rosier (possible father)"", ""Druella Black (née Rosier) (possible aunt)"", ""Cygnus Black III (possible uncle by marriage) †"", ""Bellatrix Lestrange (née Black) (possible first cousin) †"", ""Andromeda Tonks (née Black) (possible first cousin)"", ""Narcissa Malfoy (née Black) (possible first cousin)"", ""Minette Rosier (possible relative)"", ""Felix Rosier (possible relative)"", ""Rosier family""}",Male,,,Slytherin,,{},,British or Irish,None,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Evan_Rosier
Evangeline Bardsley,evangeline-bardsley,{},,,,Between 1 September 1874 and 31 August 1875,,,{},Female,Brown,,Hufflepuff,https://static.wikia.nocookie.net/harrypotter/images/a/aa/Evangeline_Bardsley.png,{},,British or Irish,,{},Light,Human,{},{},,https://harrypotter.fandom.com/wiki/Evangeline_Bardsley
Evangeline Orpington,evangeline-orpington,{},,Pure-blood or half-blood,,c. 1832,,,"{""Nerys Orpington (possibly)"", ""Orpington family""}",Female,,,,,"{""Minister for Magic (1849–1855)""}",,British,,{},,Human,"{""Minister""}","{""Poplar, unknown core and length""}",,https://harrypotter.fandom.com/wiki/Evangeline_Orpington
